,index,date,symbol,filing_date,accepted_date,period,net_revenue,cost_of_sales,gross_profit_margin_non,gross_profit_margin_ratio,r_n_d,g_n_a,s_n_m,other_income,total_opex,cost_expenses,interest_expense,d_n_a,ebitda_non,ebitda_margin,operating_income,operating_margin,total_other_income,pretax_income_non,pretax_income_margin,income_tax_expense,net_income,profit_margin,eps_non,eps_diluted,shares_outstanding_non,shares_outstanding_diluted,sec_filing_link,sec_statement_link,cash_non,short_term_investments,cash_n_short_term_investments,inventory,other_current_assets,total_current_assets,pp_n_e,goodwill,intangible_assets,goodwill_n_intangible_assets,long_term_investments,tax_assets,other_assets,total_assets,accounts_payable,short_term_debt,income_tax_payables,deferred_revenue,other_current_liabilities,total_current_liabilities,long_term_debt,deferred_revenue_non_current,deferred_tax_liabilities_non_current,other_non_current_liabilities,total_non_current_liabilities,other_liabilities,total_liabilities,common_stock,retained_earnings,accumulated_other_comprehensive_income,other_se,total_se,total_l_se,total_investments,total_debt,net_debt,deferred_income_tax,sbc,change_in_working_capital,accounts_receivable,other_working_capital,other_non_cash_items,net_cash_by_operating_activities,investments_in_pp_n_e,acquisitions_net,purchase_of_investments,sales_maturities_of_investments,other_investing_activities,net_cash_used_for_investing_activities,debt_repayment,common_stock_issued,common_stock_repurchased,dividends_paid,other_financing_activities,net_cash_used_provided_by_financing_activities,effect_of_fx_rate_changes_on_cash,net_change_in_cash,cash_at_end_of_period,cash_at_beginning_of_period,operating_cash_flow,capex,free_cash_flow,QQ-YYYY,Year,ffo_math,book_value_math,ebit_math,working_capital_math,quick_assets_math,quick_ratio_math,Cash Flow From Operations Ratio
807,0.0,2008-03-31,AAPL,2008-11-05 00:00:00,2008-11-05 06:16:23,FY,8119750000.0,5333500000.0,2786250000.0,0.08578625,277250000.0,940250000.0,0.0,155000000.0,1217500000.0,6551000000.0,163250000.0,118250000.0,2005250000.0,0.061739999999999996,1568750000.0,0.048300499999999996,-8250000.0,1723750000.0,0.053072749999999995,515250000.0,1208500000.0,0.03720875,0.0478425,0.0478425,6315000000.0,6315000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/0001193125-08-224958-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/d10k.htm,2968750000.0,3153750000.0,6122500000.0,127250000.0,1246750000.0,8672500000.0,613750000.0,51750000.0,88000000.0,139750000.0,0.0,168750000.0,1595000000.0,9893000000.0,1380000000.0,0.0,0.0,0.0,1914000000.0,3523000000.0,0.0,0.0,0.0,943750000.0,1112500000.0,943750000.0,4635500000.0,1794250000.0,3461250000.0,2000000.0,0.0,5257500000.0,9893000000.0,3153750000.0,0.0,-2968750000.0,-92000000.0,129000000.0,1985250000.0,-196250000.0,5149500000.0,134500000.0,2399000000.0,-272750000.0,-55000000.0,-5741250000.0,0.0,0.0,-2047250000.0,316750000.0,120750000.0,120750000.0,0.0,0.0,279000000.0,0.0,630750000.0,2968750000.0,2338000000.0,2399000000.0,-299750000.0,2099250000.0,FY-2008,2008,-4742250000.0,5257500000.0,1887000000.0,5149500000.0,5926250000.0,2.4255606017598637,0.6809537326142492
791,0.0,2008-03-31,AAPL,2008-11-05 00:00:00,2008-11-05 06:16:23,FY,8119750000.0,5333500000.0,2786250000.0,0.08578625,277250000.0,940250000.0,0.0,155000000.0,1217500000.0,6551000000.0,163250000.0,118250000.0,2005250000.0,0.061739999999999996,1568750000.0,0.048300499999999996,-8250000.0,1723750000.0,0.053072749999999995,515250000.0,1208500000.0,0.03720875,0.0478425,0.0478425,6315000000.0,6315000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/0001193125-08-224958-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/d10k.htm,2968750000.0,3153750000.0,6122500000.0,127250000.0,1246750000.0,8672500000.0,613750000.0,51750000.0,88000000.0,139750000.0,0.0,168750000.0,1595000000.0,9893000000.0,1380000000.0,0.0,0.0,0.0,1914000000.0,3523000000.0,0.0,0.0,0.0,943750000.0,1112500000.0,943750000.0,4635500000.0,1794250000.0,3461250000.0,2000000.0,0.0,5257500000.0,9893000000.0,3153750000.0,0.0,-2968750000.0,-92000000.0,129000000.0,1985250000.0,-196250000.0,5149500000.0,134500000.0,2399000000.0,-272750000.0,-55000000.0,-5741250000.0,0.0,0.0,-2047250000.0,316750000.0,120750000.0,120750000.0,0.0,0.0,279000000.0,0.0,630750000.0,2968750000.0,2338000000.0,2399000000.0,-299750000.0,2099250000.0,FY-2008,2008,-4742250000.0,5257500000.0,1887000000.0,5149500000.0,5926250000.0,2.4255606017598637,0.6809537326142492
811,0.0,2008-03-31,AAPL,2008-11-05 00:00:00,2008-11-05 06:16:23,FY,8119750000.0,5333500000.0,2786250000.0,0.08578625,277250000.0,940250000.0,0.0,155000000.0,1217500000.0,6551000000.0,163250000.0,118250000.0,2005250000.0,0.061739999999999996,1568750000.0,0.048300499999999996,-8250000.0,1723750000.0,0.053072749999999995,515250000.0,1208500000.0,0.03720875,0.0478425,0.0478425,6315000000.0,6315000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/0001193125-08-224958-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/d10k.htm,2968750000.0,3153750000.0,6122500000.0,127250000.0,1246750000.0,8672500000.0,613750000.0,51750000.0,88000000.0,139750000.0,0.0,168750000.0,1595000000.0,9893000000.0,1380000000.0,0.0,0.0,0.0,1914000000.0,3523000000.0,0.0,0.0,0.0,943750000.0,1112500000.0,943750000.0,4635500000.0,1794250000.0,3461250000.0,2000000.0,0.0,5257500000.0,9893000000.0,3153750000.0,0.0,-2968750000.0,-92000000.0,129000000.0,1985250000.0,-196250000.0,5149500000.0,134500000.0,2399000000.0,-272750000.0,-55000000.0,-5741250000.0,0.0,0.0,-2047250000.0,316750000.0,120750000.0,120750000.0,0.0,0.0,279000000.0,0.0,630750000.0,2968750000.0,2338000000.0,2399000000.0,-299750000.0,2099250000.0,FY-2008,2008,-4742250000.0,5257500000.0,1887000000.0,5149500000.0,5926250000.0,2.4255606017598637,0.6809537326142492
815,0.0,2008-03-31,AAPL,2008-11-05 00:00:00,2008-11-05 06:16:23,FY,8119750000.0,5333500000.0,2786250000.0,0.08578625,277250000.0,940250000.0,0.0,155000000.0,1217500000.0,6551000000.0,163250000.0,118250000.0,2005250000.0,0.061739999999999996,1568750000.0,0.048300499999999996,-8250000.0,1723750000.0,0.053072749999999995,515250000.0,1208500000.0,0.03720875,0.0478425,0.0478425,6315000000.0,6315000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/0001193125-08-224958-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/d10k.htm,2968750000.0,3153750000.0,6122500000.0,127250000.0,1246750000.0,8672500000.0,613750000.0,51750000.0,88000000.0,139750000.0,0.0,168750000.0,1595000000.0,9893000000.0,1380000000.0,0.0,0.0,0.0,1914000000.0,3523000000.0,0.0,0.0,0.0,943750000.0,1112500000.0,943750000.0,4635500000.0,1794250000.0,3461250000.0,2000000.0,0.0,5257500000.0,9893000000.0,3153750000.0,0.0,-2968750000.0,-92000000.0,129000000.0,1985250000.0,-196250000.0,5149500000.0,134500000.0,2399000000.0,-272750000.0,-55000000.0,-5741250000.0,0.0,0.0,-2047250000.0,316750000.0,120750000.0,120750000.0,0.0,0.0,279000000.0,0.0,630750000.0,2968750000.0,2338000000.0,2399000000.0,-299750000.0,2099250000.0,FY-2008,2008,-4742250000.0,5257500000.0,1887000000.0,5149500000.0,5926250000.0,2.4255606017598637,0.6809537326142492
771,0.0,2008-03-31,AAPL,2008-11-05 00:00:00,2008-11-05 06:16:23,FY,8119750000.0,5333500000.0,2786250000.0,0.08578625,277250000.0,940250000.0,0.0,155000000.0,1217500000.0,6551000000.0,163250000.0,118250000.0,2005250000.0,0.061739999999999996,1568750000.0,0.048300499999999996,-8250000.0,1723750000.0,0.053072749999999995,515250000.0,1208500000.0,0.03720875,0.0478425,0.0478425,6315000000.0,6315000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/0001193125-08-224958-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/d10k.htm,2968750000.0,3153750000.0,6122500000.0,127250000.0,1246750000.0,8672500000.0,613750000.0,51750000.0,88000000.0,139750000.0,0.0,168750000.0,1595000000.0,9893000000.0,1380000000.0,0.0,0.0,0.0,1914000000.0,3523000000.0,0.0,0.0,0.0,943750000.0,1112500000.0,943750000.0,4635500000.0,1794250000.0,3461250000.0,2000000.0,0.0,5257500000.0,9893000000.0,3153750000.0,0.0,-2968750000.0,-92000000.0,129000000.0,1985250000.0,-196250000.0,5149500000.0,134500000.0,2399000000.0,-272750000.0,-55000000.0,-5741250000.0,0.0,0.0,-2047250000.0,316750000.0,120750000.0,120750000.0,0.0,0.0,279000000.0,0.0,630750000.0,2968750000.0,2338000000.0,2399000000.0,-299750000.0,2099250000.0,FY-2008,2008,-4742250000.0,5257500000.0,1887000000.0,5149500000.0,5926250000.0,2.4255606017598637,0.6809537326142492
787,0.0,2008-03-31,AAPL,2008-11-05 00:00:00,2008-11-05 06:16:23,FY,8119750000.0,5333500000.0,2786250000.0,0.08578625,277250000.0,940250000.0,0.0,155000000.0,1217500000.0,6551000000.0,163250000.0,118250000.0,2005250000.0,0.061739999999999996,1568750000.0,0.048300499999999996,-8250000.0,1723750000.0,0.053072749999999995,515250000.0,1208500000.0,0.03720875,0.0478425,0.0478425,6315000000.0,6315000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/0001193125-08-224958-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/d10k.htm,2968750000.0,3153750000.0,6122500000.0,127250000.0,1246750000.0,8672500000.0,613750000.0,51750000.0,88000000.0,139750000.0,0.0,168750000.0,1595000000.0,9893000000.0,1380000000.0,0.0,0.0,0.0,1914000000.0,3523000000.0,0.0,0.0,0.0,943750000.0,1112500000.0,943750000.0,4635500000.0,1794250000.0,3461250000.0,2000000.0,0.0,5257500000.0,9893000000.0,3153750000.0,0.0,-2968750000.0,-92000000.0,129000000.0,1985250000.0,-196250000.0,5149500000.0,134500000.0,2399000000.0,-272750000.0,-55000000.0,-5741250000.0,0.0,0.0,-2047250000.0,316750000.0,120750000.0,120750000.0,0.0,0.0,279000000.0,0.0,630750000.0,2968750000.0,2338000000.0,2399000000.0,-299750000.0,2099250000.0,FY-2008,2008,-4742250000.0,5257500000.0,1887000000.0,5149500000.0,5926250000.0,2.4255606017598637,0.6809537326142492
795,0.0,2008-03-31,AAPL,2008-11-05 00:00:00,2008-11-05 06:16:23,FY,8119750000.0,5333500000.0,2786250000.0,0.08578625,277250000.0,940250000.0,0.0,155000000.0,1217500000.0,6551000000.0,163250000.0,118250000.0,2005250000.0,0.061739999999999996,1568750000.0,0.048300499999999996,-8250000.0,1723750000.0,0.053072749999999995,515250000.0,1208500000.0,0.03720875,0.0478425,0.0478425,6315000000.0,6315000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/0001193125-08-224958-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/d10k.htm,2968750000.0,3153750000.0,6122500000.0,127250000.0,1246750000.0,8672500000.0,613750000.0,51750000.0,88000000.0,139750000.0,0.0,168750000.0,1595000000.0,9893000000.0,1380000000.0,0.0,0.0,0.0,1914000000.0,3523000000.0,0.0,0.0,0.0,943750000.0,1112500000.0,943750000.0,4635500000.0,1794250000.0,3461250000.0,2000000.0,0.0,5257500000.0,9893000000.0,3153750000.0,0.0,-2968750000.0,-92000000.0,129000000.0,1985250000.0,-196250000.0,5149500000.0,134500000.0,2399000000.0,-272750000.0,-55000000.0,-5741250000.0,0.0,0.0,-2047250000.0,316750000.0,120750000.0,120750000.0,0.0,0.0,279000000.0,0.0,630750000.0,2968750000.0,2338000000.0,2399000000.0,-299750000.0,2099250000.0,FY-2008,2008,-4742250000.0,5257500000.0,1887000000.0,5149500000.0,5926250000.0,2.4255606017598637,0.6809537326142492
827,0.0,2008-03-31,AAPL,2008-11-05 00:00:00,2008-11-05 06:16:23,FY,8119750000.0,5333500000.0,2786250000.0,0.08578625,277250000.0,940250000.0,0.0,155000000.0,1217500000.0,6551000000.0,163250000.0,118250000.0,2005250000.0,0.061739999999999996,1568750000.0,0.048300499999999996,-8250000.0,1723750000.0,0.053072749999999995,515250000.0,1208500000.0,0.03720875,0.0478425,0.0478425,6315000000.0,6315000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/0001193125-08-224958-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/d10k.htm,2968750000.0,3153750000.0,6122500000.0,127250000.0,1246750000.0,8672500000.0,613750000.0,51750000.0,88000000.0,139750000.0,0.0,168750000.0,1595000000.0,9893000000.0,1380000000.0,0.0,0.0,0.0,1914000000.0,3523000000.0,0.0,0.0,0.0,943750000.0,1112500000.0,943750000.0,4635500000.0,1794250000.0,3461250000.0,2000000.0,0.0,5257500000.0,9893000000.0,3153750000.0,0.0,-2968750000.0,-92000000.0,129000000.0,1985250000.0,-196250000.0,5149500000.0,134500000.0,2399000000.0,-272750000.0,-55000000.0,-5741250000.0,0.0,0.0,-2047250000.0,316750000.0,120750000.0,120750000.0,0.0,0.0,279000000.0,0.0,630750000.0,2968750000.0,2338000000.0,2399000000.0,-299750000.0,2099250000.0,FY-2008,2008,-4742250000.0,5257500000.0,1887000000.0,5149500000.0,5926250000.0,2.4255606017598637,0.6809537326142492
823,0.0,2008-03-31,AAPL,2008-11-05 00:00:00,2008-11-05 06:16:23,FY,8119750000.0,5333500000.0,2786250000.0,0.08578625,277250000.0,940250000.0,0.0,155000000.0,1217500000.0,6551000000.0,163250000.0,118250000.0,2005250000.0,0.061739999999999996,1568750000.0,0.048300499999999996,-8250000.0,1723750000.0,0.053072749999999995,515250000.0,1208500000.0,0.03720875,0.0478425,0.0478425,6315000000.0,6315000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/0001193125-08-224958-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/d10k.htm,2968750000.0,3153750000.0,6122500000.0,127250000.0,1246750000.0,8672500000.0,613750000.0,51750000.0,88000000.0,139750000.0,0.0,168750000.0,1595000000.0,9893000000.0,1380000000.0,0.0,0.0,0.0,1914000000.0,3523000000.0,0.0,0.0,0.0,943750000.0,1112500000.0,943750000.0,4635500000.0,1794250000.0,3461250000.0,2000000.0,0.0,5257500000.0,9893000000.0,3153750000.0,0.0,-2968750000.0,-92000000.0,129000000.0,1985250000.0,-196250000.0,5149500000.0,134500000.0,2399000000.0,-272750000.0,-55000000.0,-5741250000.0,0.0,0.0,-2047250000.0,316750000.0,120750000.0,120750000.0,0.0,0.0,279000000.0,0.0,630750000.0,2968750000.0,2338000000.0,2399000000.0,-299750000.0,2099250000.0,FY-2008,2008,-4742250000.0,5257500000.0,1887000000.0,5149500000.0,5926250000.0,2.4255606017598637,0.6809537326142492
831,0.0,2008-03-31,AAPL,2008-11-05 00:00:00,2008-11-05 06:16:23,FY,8119750000.0,5333500000.0,2786250000.0,0.08578625,277250000.0,940250000.0,0.0,155000000.0,1217500000.0,6551000000.0,163250000.0,118250000.0,2005250000.0,0.061739999999999996,1568750000.0,0.048300499999999996,-8250000.0,1723750000.0,0.053072749999999995,515250000.0,1208500000.0,0.03720875,0.0478425,0.0478425,6315000000.0,6315000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/0001193125-08-224958-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/d10k.htm,2968750000.0,3153750000.0,6122500000.0,127250000.0,1246750000.0,8672500000.0,613750000.0,51750000.0,88000000.0,139750000.0,0.0,168750000.0,1595000000.0,9893000000.0,1380000000.0,0.0,0.0,0.0,1914000000.0,3523000000.0,0.0,0.0,0.0,943750000.0,1112500000.0,943750000.0,4635500000.0,1794250000.0,3461250000.0,2000000.0,0.0,5257500000.0,9893000000.0,3153750000.0,0.0,-2968750000.0,-92000000.0,129000000.0,1985250000.0,-196250000.0,5149500000.0,134500000.0,2399000000.0,-272750000.0,-55000000.0,-5741250000.0,0.0,0.0,-2047250000.0,316750000.0,120750000.0,120750000.0,0.0,0.0,279000000.0,0.0,630750000.0,2968750000.0,2338000000.0,2399000000.0,-299750000.0,2099250000.0,FY-2008,2008,-4742250000.0,5257500000.0,1887000000.0,5149500000.0,5926250000.0,2.4255606017598637,0.6809537326142492
783,0.0,2008-03-31,AAPL,2008-11-05 00:00:00,2008-11-05 06:16:23,FY,8119750000.0,5333500000.0,2786250000.0,0.08578625,277250000.0,940250000.0,0.0,155000000.0,1217500000.0,6551000000.0,163250000.0,118250000.0,2005250000.0,0.061739999999999996,1568750000.0,0.048300499999999996,-8250000.0,1723750000.0,0.053072749999999995,515250000.0,1208500000.0,0.03720875,0.0478425,0.0478425,6315000000.0,6315000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/0001193125-08-224958-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/d10k.htm,2968750000.0,3153750000.0,6122500000.0,127250000.0,1246750000.0,8672500000.0,613750000.0,51750000.0,88000000.0,139750000.0,0.0,168750000.0,1595000000.0,9893000000.0,1380000000.0,0.0,0.0,0.0,1914000000.0,3523000000.0,0.0,0.0,0.0,943750000.0,1112500000.0,943750000.0,4635500000.0,1794250000.0,3461250000.0,2000000.0,0.0,5257500000.0,9893000000.0,3153750000.0,0.0,-2968750000.0,-92000000.0,129000000.0,1985250000.0,-196250000.0,5149500000.0,134500000.0,2399000000.0,-272750000.0,-55000000.0,-5741250000.0,0.0,0.0,-2047250000.0,316750000.0,120750000.0,120750000.0,0.0,0.0,279000000.0,0.0,630750000.0,2968750000.0,2338000000.0,2399000000.0,-299750000.0,2099250000.0,FY-2008,2008,-4742250000.0,5257500000.0,1887000000.0,5149500000.0,5926250000.0,2.4255606017598637,0.6809537326142492
779,0.0,2008-03-31,AAPL,2008-11-05 00:00:00,2008-11-05 06:16:23,FY,8119750000.0,5333500000.0,2786250000.0,0.08578625,277250000.0,940250000.0,0.0,155000000.0,1217500000.0,6551000000.0,163250000.0,118250000.0,2005250000.0,0.061739999999999996,1568750000.0,0.048300499999999996,-8250000.0,1723750000.0,0.053072749999999995,515250000.0,1208500000.0,0.03720875,0.0478425,0.0478425,6315000000.0,6315000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/0001193125-08-224958-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/d10k.htm,2968750000.0,3153750000.0,6122500000.0,127250000.0,1246750000.0,8672500000.0,613750000.0,51750000.0,88000000.0,139750000.0,0.0,168750000.0,1595000000.0,9893000000.0,1380000000.0,0.0,0.0,0.0,1914000000.0,3523000000.0,0.0,0.0,0.0,943750000.0,1112500000.0,943750000.0,4635500000.0,1794250000.0,3461250000.0,2000000.0,0.0,5257500000.0,9893000000.0,3153750000.0,0.0,-2968750000.0,-92000000.0,129000000.0,1985250000.0,-196250000.0,5149500000.0,134500000.0,2399000000.0,-272750000.0,-55000000.0,-5741250000.0,0.0,0.0,-2047250000.0,316750000.0,120750000.0,120750000.0,0.0,0.0,279000000.0,0.0,630750000.0,2968750000.0,2338000000.0,2399000000.0,-299750000.0,2099250000.0,FY-2008,2008,-4742250000.0,5257500000.0,1887000000.0,5149500000.0,5926250000.0,2.4255606017598637,0.6809537326142492
798,0.0,2008-06-30,AAPL,2008-11-05 00:00:00,2008-11-05 06:16:23,FY,8119750000.0,5333500000.0,2786250000.0,0.08578625,277250000.0,940250000.0,0.0,155000000.0,1217500000.0,6551000000.0,163250000.0,118250000.0,2005250000.0,0.061739999999999996,1568750000.0,0.048300499999999996,-8250000.0,1723750000.0,0.053072749999999995,515250000.0,1208500000.0,0.03720875,0.0478425,0.0478425,6315000000.0,6315000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/0001193125-08-224958-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/d10k.htm,2968750000.0,3153750000.0,6122500000.0,127250000.0,1246750000.0,8672500000.0,613750000.0,51750000.0,88000000.0,139750000.0,0.0,168750000.0,1595000000.0,9893000000.0,1380000000.0,0.0,0.0,0.0,1914000000.0,3523000000.0,0.0,0.0,0.0,943750000.0,1112500000.0,943750000.0,4635500000.0,1794250000.0,3461250000.0,2000000.0,0.0,5257500000.0,9893000000.0,3153750000.0,0.0,-2968750000.0,-92000000.0,129000000.0,1985250000.0,-196250000.0,5149500000.0,134500000.0,2399000000.0,-272750000.0,-55000000.0,-5741250000.0,0.0,0.0,-2047250000.0,316750000.0,120750000.0,120750000.0,0.0,0.0,279000000.0,0.0,630750000.0,2968750000.0,2338000000.0,2399000000.0,-299750000.0,2099250000.0,FY-2008,2008,-4742250000.0,5257500000.0,1887000000.0,5149500000.0,5926250000.0,2.4255606017598637,0.6809537326142492
830,0.0,2008-06-30,AAPL,2008-11-05 00:00:00,2008-11-05 06:16:23,FY,8119750000.0,5333500000.0,2786250000.0,0.08578625,277250000.0,940250000.0,0.0,155000000.0,1217500000.0,6551000000.0,163250000.0,118250000.0,2005250000.0,0.061739999999999996,1568750000.0,0.048300499999999996,-8250000.0,1723750000.0,0.053072749999999995,515250000.0,1208500000.0,0.03720875,0.0478425,0.0478425,6315000000.0,6315000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/0001193125-08-224958-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/d10k.htm,2968750000.0,3153750000.0,6122500000.0,127250000.0,1246750000.0,8672500000.0,613750000.0,51750000.0,88000000.0,139750000.0,0.0,168750000.0,1595000000.0,9893000000.0,1380000000.0,0.0,0.0,0.0,1914000000.0,3523000000.0,0.0,0.0,0.0,943750000.0,1112500000.0,943750000.0,4635500000.0,1794250000.0,3461250000.0,2000000.0,0.0,5257500000.0,9893000000.0,3153750000.0,0.0,-2968750000.0,-92000000.0,129000000.0,1985250000.0,-196250000.0,5149500000.0,134500000.0,2399000000.0,-272750000.0,-55000000.0,-5741250000.0,0.0,0.0,-2047250000.0,316750000.0,120750000.0,120750000.0,0.0,0.0,279000000.0,0.0,630750000.0,2968750000.0,2338000000.0,2399000000.0,-299750000.0,2099250000.0,FY-2008,2008,-4742250000.0,5257500000.0,1887000000.0,5149500000.0,5926250000.0,2.4255606017598637,0.6809537326142492
802,0.0,2008-06-30,AAPL,2008-11-05 00:00:00,2008-11-05 06:16:23,FY,8119750000.0,5333500000.0,2786250000.0,0.08578625,277250000.0,940250000.0,0.0,155000000.0,1217500000.0,6551000000.0,163250000.0,118250000.0,2005250000.0,0.061739999999999996,1568750000.0,0.048300499999999996,-8250000.0,1723750000.0,0.053072749999999995,515250000.0,1208500000.0,0.03720875,0.0478425,0.0478425,6315000000.0,6315000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/0001193125-08-224958-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/d10k.htm,2968750000.0,3153750000.0,6122500000.0,127250000.0,1246750000.0,8672500000.0,613750000.0,51750000.0,88000000.0,139750000.0,0.0,168750000.0,1595000000.0,9893000000.0,1380000000.0,0.0,0.0,0.0,1914000000.0,3523000000.0,0.0,0.0,0.0,943750000.0,1112500000.0,943750000.0,4635500000.0,1794250000.0,3461250000.0,2000000.0,0.0,5257500000.0,9893000000.0,3153750000.0,0.0,-2968750000.0,-92000000.0,129000000.0,1985250000.0,-196250000.0,5149500000.0,134500000.0,2399000000.0,-272750000.0,-55000000.0,-5741250000.0,0.0,0.0,-2047250000.0,316750000.0,120750000.0,120750000.0,0.0,0.0,279000000.0,0.0,630750000.0,2968750000.0,2338000000.0,2399000000.0,-299750000.0,2099250000.0,FY-2008,2008,-4742250000.0,5257500000.0,1887000000.0,5149500000.0,5926250000.0,2.4255606017598637,0.6809537326142492
774,0.0,2008-06-30,AAPL,2008-11-05 00:00:00,2008-11-05 06:16:23,FY,8119750000.0,5333500000.0,2786250000.0,0.08578625,277250000.0,940250000.0,0.0,155000000.0,1217500000.0,6551000000.0,163250000.0,118250000.0,2005250000.0,0.061739999999999996,1568750000.0,0.048300499999999996,-8250000.0,1723750000.0,0.053072749999999995,515250000.0,1208500000.0,0.03720875,0.0478425,0.0478425,6315000000.0,6315000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/0001193125-08-224958-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/d10k.htm,2968750000.0,3153750000.0,6122500000.0,127250000.0,1246750000.0,8672500000.0,613750000.0,51750000.0,88000000.0,139750000.0,0.0,168750000.0,1595000000.0,9893000000.0,1380000000.0,0.0,0.0,0.0,1914000000.0,3523000000.0,0.0,0.0,0.0,943750000.0,1112500000.0,943750000.0,4635500000.0,1794250000.0,3461250000.0,2000000.0,0.0,5257500000.0,9893000000.0,3153750000.0,0.0,-2968750000.0,-92000000.0,129000000.0,1985250000.0,-196250000.0,5149500000.0,134500000.0,2399000000.0,-272750000.0,-55000000.0,-5741250000.0,0.0,0.0,-2047250000.0,316750000.0,120750000.0,120750000.0,0.0,0.0,279000000.0,0.0,630750000.0,2968750000.0,2338000000.0,2399000000.0,-299750000.0,2099250000.0,FY-2008,2008,-4742250000.0,5257500000.0,1887000000.0,5149500000.0,5926250000.0,2.4255606017598637,0.6809537326142492
806,0.0,2008-06-30,AAPL,2008-11-05 00:00:00,2008-11-05 06:16:23,FY,8119750000.0,5333500000.0,2786250000.0,0.08578625,277250000.0,940250000.0,0.0,155000000.0,1217500000.0,6551000000.0,163250000.0,118250000.0,2005250000.0,0.061739999999999996,1568750000.0,0.048300499999999996,-8250000.0,1723750000.0,0.053072749999999995,515250000.0,1208500000.0,0.03720875,0.0478425,0.0478425,6315000000.0,6315000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/0001193125-08-224958-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/d10k.htm,2968750000.0,3153750000.0,6122500000.0,127250000.0,1246750000.0,8672500000.0,613750000.0,51750000.0,88000000.0,139750000.0,0.0,168750000.0,1595000000.0,9893000000.0,1380000000.0,0.0,0.0,0.0,1914000000.0,3523000000.0,0.0,0.0,0.0,943750000.0,1112500000.0,943750000.0,4635500000.0,1794250000.0,3461250000.0,2000000.0,0.0,5257500000.0,9893000000.0,3153750000.0,0.0,-2968750000.0,-92000000.0,129000000.0,1985250000.0,-196250000.0,5149500000.0,134500000.0,2399000000.0,-272750000.0,-55000000.0,-5741250000.0,0.0,0.0,-2047250000.0,316750000.0,120750000.0,120750000.0,0.0,0.0,279000000.0,0.0,630750000.0,2968750000.0,2338000000.0,2399000000.0,-299750000.0,2099250000.0,FY-2008,2008,-4742250000.0,5257500000.0,1887000000.0,5149500000.0,5926250000.0,2.4255606017598637,0.6809537326142492
